jump_instr_address,jump_instr,jump_type,parent_function_name,parent_function_start,target_address,target_function_name,target_function_start
0x6eb4,je,条件跳转,e1000_set_rx_mode,0x6c60,0x6f1d,e1000_set_rx_mode,0x6c60
0x6eba,jne,条件跳转,e1000_set_rx_mode,0x6c60,0x6e9a,e1000_set_rx_mode,0x6c60
0x6ec7,je,条件跳转,e1000_set_rx_mode,0x6c60,0x6e01,e1000_set_rx_mode,0x6c60
0x6eda,callq,函数调用,e1000_set_rx_mode,0x6c60,0x6edf,e1000_set_rx_mode,0x6c60
0x6efa,jne,条件跳转,e1000_set_rx_mode,0x6c60,0x6ed3,e1000_set_rx_mode,0x6c60
0x6f08,jne,条件跳转,e1000_set_rx_mode,0x6c60,0x6d12,e1000_set_rx_mode,0x6c60
0x6f28,jne,条件跳转,e1000_set_rx_mode,0x6c60,0x6d58,e1000_set_rx_mode,0x6c60
0x6f37,callq,函数调用,e1000_set_rx_mode,0x6c60,0x6b90,e1000_leave_82542_rst,0x6b90
0x6f48,callq,函数调用,e1000_set_rx_mode,0x6c60,0x4320,e1000_enter_82542_rst,0x4320
0x6f5d,jne,条件跳转,e1000_set_rx_mode,0x6c60,0x6d62,e1000_set_rx_mode,0x6c60
0x6f70,callq,函数调用,__e1000_shutdown,0x6f70,0x6f75,__e1000_shutdown,0x6f70
0x6fa5,callq,函数调用,__e1000_shutdown,0x6f70,0x6faa,__e1000_shutdown,0x6f70
0x6fb0,je,条件跳转,__e1000_shutdown,0x6f70,0x6fdd,__e1000_shutdown,0x6f70
0x6fc0,jne,条件跳转,__e1000_shutdown,0x6f70,0x707d,__e1000_shutdown,0x6f70
0x6fcf,jne,条件跳转,__e1000_shutdown,0x6f70,0x717f,__e1000_shutdown,0x6f70
0x6fd8,callq,函数调用,__e1000_shutdown,0x6f70,0x6fdd,__e1000_shutdown,0x6f70
0x6ff7,jne,条件跳转,__e1000_shutdown,0x6f70,0x70d9,__e1000_shutdown,0x6f70
0x7022,je,条件跳转,__e1000_shutdown,0x6f70,0x702c,__e1000_shutdown,0x6f70
0x7027,callq,函数调用,__e1000_shutdown,0x6f70,0x13f0,e1000_release_manageability.part.0,0x13f0
0x7051,jne,条件跳转,__e1000_shutdown,0x6f70,0x70bb,__e1000_shutdown,0x6f70
0x705d,jae,条件跳转,__e1000_shutdown,0x6f70,0x70b0,__e1000_shutdown,0x6f70
0x7077,je,条件跳转,__e1000_shutdown,0x6f70,0x6fc6,__e1000_shutdown,0x6f70
0x708c,callq,函数调用,__e1000_shutdown,0x6f70,0x7091,__e1000_shutdown,0x6f70
0x709a,jne,条件跳转,__e1000_shutdown,0x6f70,0x7074,__e1000_shutdown,0x6f70
0x70a5,je,条件跳转,__e1000_shutdown,0x6f70,0x6fd5,__e1000_shutdown,0x6f70
0x70b4,callq,函数调用,__e1000_shutdown,0x6f70,0x70b9,__e1000_shutdown,0x6f70
0x70b9,jmp,无条件跳转,__e1000_shutdown,0x6f70,0x705f,__e1000_shutdown,0x6f70
0x70cf,callq,函数调用,__e1000_shutdown,0x6f70,0x70d4,__e1000_shutdown,0x6f70
0x70dc,callq,函数调用,__e1000_shutdown,0x6f70,0xcc0,e1000_setup_rctl,0xcc0
0x70e4,callq,函数调用,__e1000_shutdown,0x6f70,0x6c60,e1000_set_rx_mode,0x6c60
0x711a,jbe,条件跳转,__e1000_shutdown,0x6f70,0x7133,__e1000_shutdown,0x6f70
0x7147,jbe,条件跳转,__e1000_shutdown,0x6f70,0x7167,__e1000_shutdown,0x6f70
0x717d,jmp,无条件跳转,__e1000_shutdown,0x6f70,0x7149,__e1000_shutdown,0x6f70
0x7190,callq,函数调用,e1000_suspend,0x7190,0x7195,e1000_suspend,0x7190
0x71bf,callq,函数调用,e1000_suspend,0x7190,0x6f70,__e1000_shutdown,0x6f70
0x71ce,ja,条件跳转,e1000_suspend,0x7190,0x71d4,e1000_suspend,0x7190
0x71dc,callq,函数调用,e1000_suspend,0x7190,0x71e1,e1000_suspend,0x7190
0x71ee,jne,条件跳转,e1000_suspend,0x7190,0x7202,e1000_suspend,0x7190
0x7202,callq,函数调用,e1000_suspend,0x7190,0x7207,e1000_suspend,0x7190
0x7210,callq,函数调用,e1000_shutdown,0x7210,0x7215,e1000_shutdown,0x7210
0x7236,callq,函数调用,e1000_shutdown,0x7210,0x6f70,__e1000_shutdown,0x6f70
0x7242,je,条件跳转,e1000_shutdown,0x7210,0x7260,e1000_shutdown,0x7210
0x7251,jne,条件跳转,e1000_shutdown,0x7210,0x7289,e1000_shutdown,0x7210
0x7267,ja,条件跳转,e1000_shutdown,0x7210,0x726d,e1000_shutdown,0x7210
0x7275,callq,函数调用,e1000_shutdown,0x7210,0x727a,e1000_shutdown,0x7210
0x7282,callq,函数调用,e1000_shutdown,0x7210,0x7287,e1000_shutdown,0x7210
0x7287,jmp,无条件跳转,e1000_shutdown,0x7210,0x7244,e1000_shutdown,0x7210
0x7289,callq,函数调用,e1000_shutdown,0x7210,0x728e,e1000_shutdown,0x7210
0x7290,callq,函数调用,e1000_configure,0x7290,0x7295,e1000_configure,0x7290
0x72a6,callq,函数调用,e1000_configure,0x7290,0x6c60,e1000_set_rx_mode,0x6c60
0x72b3,callq,函数调用,e1000_configure,0x7290,0x72b8,e1000_configure,0x7290
0x72bc,ja,条件跳转,e1000_configure,0x7290,0x731f,e1000_configure,0x7290
0x72c6,callq,函数调用,e1000_configure,0x7290,0x11e0,e1000_vlan_filter_on_off,0x11e0
0x72d3,callq,函数调用,e1000_configure,0x7290,0x72d8,e1000_configure,0x7290
0x72df,ja,条件跳转,e1000_configure,0x7290,0x731f,e1000_configure,0x7290
0x72f4,callq,函数调用,e1000_configure,0x7290,0x1300,e1000_vlan_rx_add_vid,0x1300
0x7311,callq,函数调用,e1000_configure,0x7290,0x7316,e1000_configure,0x7290
0x731d,jbe,条件跳转,e1000_configure,0x7290,0x72e1,e1000_configure,0x7290
0x7327,je,条件跳转,e1000_configure,0x7290,0x7331,e1000_configure,0x7290
0x732c,callq,函数调用,e1000_configure,0x7290,0x13c0,e1000_init_manageability.part.0,0x13c0
0x748c,jbe,条件跳转,e1000_configure,0x7290,0x74a1,e1000_configure,0x7290
0x74af,callq,函数调用,e1000_configure,0x7290,0x74b4,e1000_configure,0x7290
0x74de,ja,条件跳转,e1000_configure,0x7290,0x7571,e1000_configure,0x7290
0x7503,callq,函数调用,e1000_configure,0x7290,0xcc0,e1000_setup_rctl,0xcc0
0x750b,callq,函数调用,e1000_configure,0x7290,0xdb0,e1000_configure_rx,0xdb0
0x7518,jle,条件跳转,e1000_configure,0x7290,0x7568,e1000_configure,0x7290
0x7544,ja,条件跳转,e1000_configure,0x7290,0x7549,e1000_configure,0x7290
0x755a,callq,函数调用,e1000_configure,0x7290,0x755f,e1000_configure,0x7290
0x7566,jg,条件跳转,e1000_configure,0x7290,0x751a,e1000_configure,0x7290
0x757f,jne,条件跳转,e1000_configure,0x7290,0x74ef,e1000_configure,0x7290
0x758c,jne,条件跳转,e1000_configure,0x7290,0x74ef,e1000_configure,0x7290
0x75a0,callq,函数调用,e1000_up,0x75a0,0x75a5,e1000_up,0x75a0
0x75ad,callq,函数调用,e1000_up,0x75a0,0x7290,e1000_configure,0x7290
0x75c1,callq,函数调用,e1000_up,0x75a0,0x75c6,e1000_up,0x75a0
0x75f0,callq,函数调用,e1000_up,0x75a0,0x75f5,e1000_up,0x75a0
0x7610,callq,函数调用,e1000_resume,0x7610,0x7615,e1000_resume,0x7610
0x7640,je,条件跳转,e1000_resume,0x7610,0x76e9,e1000_resume,0x7610
0x7646,callq,函数调用,e1000_resume,0x7610,0x764b,e1000_resume,0x7610
0x764f,jne,条件跳转,e1000_resume,0x7610,0x7655,e1000_resume,0x7610
0x7662,callq,函数调用,e1000_resume,0x7610,0x7667,e1000_resume,0x7610
0x7671,callq,函数调用,e1000_resume,0x7610,0x7676,e1000_resume,0x7610
0x7680,callq,函数调用,e1000_resume,0x7610,0x7685,e1000_resume,0x7610
0x768c,je,条件跳转,e1000_resume,0x7610,0x769a,e1000_resume,0x7610
0x7691,callq,函数调用,e1000_resume,0x7610,0x6f0,e1000_request_irq,0x6f0
0x7698,jne,条件跳转,e1000_resume,0x7610,0x76dc,e1000_resume,0x7610
0x769d,callq,函数调用,e1000_resume,0x7610,0x76a2,e1000_resume,0x7610
0x76a5,callq,函数调用,e1000_resume,0x7610,0x76aa,e1000_resume,0x7610
0x76c7,jne,条件跳转,e1000_resume,0x7610,0x76f5,e1000_resume,0x7610
0x76d0,jne,条件跳转,e1000_resume,0x7610,0x7706,e1000_resume,0x7610
0x76d5,callq,函数调用,e1000_resume,0x7610,0x76da,e1000_resume,0x7610
0x76e9,callq,函数调用,e1000_resume,0x7610,0x76ee,e1000_resume,0x7610
0x76f8,callq,函数调用,e1000_resume,0x7610,0x13c0,e1000_init_manageability.part.0,0x13c0
0x7704,je,条件跳转,e1000_resume,0x7610,0x76d2,e1000_resume,0x7610
0x7709,callq,函数调用,e1000_resume,0x7610,0x770e,e1000_resume,0x7610
0x770e,jmp,无条件跳转,e1000_resume,0x7610,0x76d2,e1000_resume,0x7610
0x7710,callq,函数调用,e1000_io_resume,0x7710,0x7715,e1000_io_resume,0x7710
0x7736,je,条件跳转,e1000_io_resume,0x7710,0x7740,e1000_io_resume,0x7710
0x773b,callq,函数调用,e1000_io_resume,0x7710,0x13c0,e1000_init_manageability.part.0,0x13c0
0x7747,je,条件跳转,e1000_io_resume,0x7710,0x7759,e1000_io_resume,0x7710
0x774c,callq,函数调用,e1000_io_resume,0x7710,0x7751,e1000_io_resume,0x7710
0x7753,jne,条件跳转,e1000_io_resume,0x7710,0x7759,e1000_io_resume,0x7710
0x775c,callq,函数调用,e1000_io_resume,0x7710,0x7761,e1000_io_resume,0x7710
0x7770,callq,函数调用,e1000_change_mtu,0x7770,0x7775,e1000_change_mtu,0x7770
0x779a,ja,条件跳转,e1000_change_mtu,0x7770,0x77a9,e1000_change_mtu,0x7770
0x77a3,jg,条件跳转,e1000_change_mtu,0x7770,0x78a9,e1000_change_mtu,0x7770
0x77bc,jae,条件跳转,e1000_change_mtu,0x7770,0x77d0,e1000_change_mtu,0x7770
0x77c3,callq,函数调用,e1000_change_mtu,0x7770,0x77c8,e1000_change_mtu,0x7770
0x77ce,jb,条件跳转,e1000_change_mtu,0x7770,0x77be,e1000_change_mtu,0x7770
0x77df,jne,条件跳转,e1000_change_mtu,0x7770,0x7890,e1000_change_mtu,0x7770
0x780d,ja,条件跳转,e1000_change_mtu,0x7770,0x7813,e1000_change_mtu,0x7770
0x7816,jne,条件跳转,e1000_change_mtu,0x7770,0x7830,e1000_change_mtu,0x7770
0x7822,jne,条件跳转,e1000_change_mtu,0x7770,0x7830,e1000_change_mtu,0x7770
0x7844,je,条件跳转,e1000_change_mtu,0x7770,0x7889,e1000_change_mtu,0x7770
0x7846,callq,函数调用,e1000_change_mtu,0x7770,0x784b,e1000_change_mtu,0x7770
0x7882,callq,函数调用,e1000_change_mtu,0x7770,0x7887,e1000_change_mtu,0x7770
0x7887,jmp,无条件跳转,e1000_change_mtu,0x7770,0x7832,e1000_change_mtu,0x7770
0x7889,callq,函数调用,e1000_change_mtu,0x7770,0x788e,e1000_change_mtu,0x7770
0x788e,jmp,无条件跳转,e1000_change_mtu,0x7770,0x784b,e1000_change_mtu,0x7770
0x789f,callq,函数调用,e1000_change_mtu,0x7770,0x78a4,e1000_change_mtu,0x7770
0x78b0,jne,条件跳转,e1000_change_mtu,0x7770,0x78b6,e1000_change_mtu,0x7770
0x78bb,jmp,无条件跳转,e1000_change_mtu,0x7770,0x7857,e1000_change_mtu,0x7770
0x78c0,callq,函数调用,e1000_reinit_locked,0x78c0,0x78c5,e1000_reinit_locked,0x78c0
0x78d9,jae,条件跳转,e1000_reinit_locked,0x78c0,0x78f4,e1000_reinit_locked,0x78c0
0x78e7,callq,函数调用,e1000_reinit_locked,0x78c0,0x78ec,e1000_reinit_locked,0x78c0
0x78f2,jb,条件跳转,e1000_reinit_locked,0x78c0,0x78e2,e1000_reinit_locked,0x78c0
0x78fe,je,条件跳转,e1000_reinit_locked,0x78c0,0x7913,e1000_reinit_locked,0x78c0
0x7916,callq,函数调用,e1000_reinit_locked,0x78c0,0x791b,e1000_reinit_locked,0x78c0
0x791e,callq,函数调用,e1000_reinit_locked,0x78c0,0x7923,e1000_reinit_locked,0x78c0
0x7923,jmp,无条件跳转,e1000_reinit_locked,0x78c0,0x7900,e1000_reinit_locked,0x78c0
0x7930,callq,函数调用,e1000_reset_task,0x7930,0x7935,e1000_reset_task,0x7930
0x7946,jne,条件跳转,e1000_reset_task,0x7930,0x794c,e1000_reset_task,0x7930
0x794f,callq,函数调用,e1000_reset_task,0x7930,0x7954,e1000_reset_task,0x7930
0x7960,callq,函数调用,e1000_set_features,0x7960,0x7965,e1000_set_features,0x7960
0x7985,jne,条件跳转,e1000_set_features,0x7960,0x79e7,e1000_set_features,0x7960
0x7996,je,条件跳转,e1000_set_features,0x7960,0x79c7,e1000_set_features,0x7960
0x79bb,je,条件跳转,e1000_set_features,0x7960,0x79d2,e1000_set_features,0x7960
0x79bd,callq,函数调用,e1000_set_features,0x7960,0x79c2,e1000_set_features,0x7960
0x79d2,callq,函数调用,e1000_set_features,0x7960,0x79d7,e1000_set_features,0x7960
0x79f8,je,条件跳转,e1000_set_features,0x7960,0x7a4c,e1000_set_features,0x7960
0x7a25,jne,条件跳转,e1000_set_features,0x7960,0x7987,e1000_set_features,0x7960
0x7a6e,callq,函数调用,e1000_set_features,0x7960,0x7a73,e1000_set_features,0x7960
0x7a80,callq,函数调用,e1000_open,0x7a80,0x7a85,e1000_open,0x7a80
0x7a9b,jne,条件跳转,e1000_open,0x7a80,0x7c16,e1000_open,0x7a80
0x7aab,callq,函数调用,e1000_open,0x7a80,0x7ab0,e1000_open,0x7a80
0x7ab3,callq,函数调用,e1000_open,0x7a80,0x7ab8,e1000_open,0x7a80
0x7abd,je,条件跳转,e1000_open,0x7a80,0x7ad9,e1000_open,0x7a80
0x7ac2,callq,函数调用,e1000_open,0x7a80,0x7ac7,e1000_open,0x7a80
0x7adc,callq,函数调用,e1000_open,0x7a80,0x7ae1,e1000_open,0x7a80
0x7ae5,jne,条件跳转,e1000_open,0x7a80,0x7bcf,e1000_open,0x7a80
0x7aee,callq,函数调用,e1000_open,0x7a80,0x7af3,e1000_open,0x7a80
0x7b08,jne,条件跳转,e1000_open,0x7a80,0x7c09,e1000_open,0x7a80
0x7b11,callq,函数调用,e1000_open,0x7a80,0x7290,e1000_configure,0x7290
0x7b19,callq,函数调用,e1000_open,0x7a80,0x6f0,e1000_request_irq,0x6f0
0x7b23,jne,条件跳转,e1000_open,0x7a80,0x7b8c,e1000_open,0x7a80
0x7b35,callq,函数调用,e1000_open,0x7a80,0x7b3a,e1000_open,0x7a80
0x7b8f,callq,函数调用,e1000_open,0x7a80,0xc00,e1000_power_down_phy,0xc00
0x7b9d,jle,条件跳转,e1000_open,0x7a80,0x7bcc,e1000_open,0x7a80
0x7bbe,callq,函数调用,e1000_open,0x7a80,0x42c0,e1000_free_rx_resources,0x42c0
0x7bca,jl,条件跳转,e1000_open,0x7a80,0x7b9f,e1000_open,0x7a80
0x7bd8,jle,条件跳转,e1000_open,0x7a80,0x7c01,e1000_open,0x7a80
0x7bf3,callq,函数调用,e1000_open,0x7a80,0x2080,e1000_free_tx_resources,0x2080
0x7bff,jl,条件跳转,e1000_open,0x7a80,0x7bda,e1000_open,0x7a80
0x7c0c,callq,函数调用,e1000_open,0x7a80,0x1120,e1000_update_mng_vlan,0x1120
0x7c30,callq,函数调用,e1000_set_mac,0x7c30,0x7c35,e1000_set_mac,0x7c30
0x7c40,jne,条件跳转,e1000_set_mac,0x7c30,0x7d2a,e1000_set_mac,0x7c30
0x7c5e,je,条件跳转,e1000_set_mac,0x7c30,0x7d19,e1000_set_mac,0x7c30
0x7c7c,je,条件跳转,e1000_set_mac,0x7c30,0x7d97,e1000_set_mac,0x7c30
0x7c97,jae,条件跳转,e1000_set_mac,0x7c30,0x7d2f,e1000_set_mac,0x7c30
0x7ca0,jne,条件跳转,e1000_set_mac,0x7c30,0x7da4,e1000_set_mac,0x7c30
0x7ca8,je,条件跳转,e1000_set_mac,0x7c30,0x7cc2,e1000_set_mac,0x7c30
0x7cb5,jne,条件跳转,e1000_set_mac,0x7c30,0x7dd6,e1000_set_mac,0x7c30
0x7ccc,jae,条件跳转,e1000_set_mac,0x7c30,0x7d5e,e1000_set_mac,0x7c30
0x7cd5,jne,条件跳转,e1000_set_mac,0x7c30,0x7dbe,e1000_set_mac,0x7c30
0x7cdd,je,条件跳转,e1000_set_mac,0x7c30,0x7cf3,e1000_set_mac,0x7c30
0x7ced,jne,条件跳转,e1000_set_mac,0x7c30,0x7dec,e1000_set_mac,0x7c30
0x7cfb,callq,函数调用,e1000_set_mac,0x7c30,0x7d00,e1000_set_mac,0x7c30
0x7d09,jne,条件跳转,e1000_set_mac,0x7c30,0x7d19,e1000_set_mac,0x7c30
0x7d11,callq,函数调用,e1000_set_mac,0x7c30,0x6b90,e1000_leave_82542_rst,0x6b90
0x7d9a,callq,函数调用,e1000_set_mac,0x7c30,0x4320,e1000_enter_82542_rst,0x4320
0x7e00,callq,函数调用,e1000_pci_clear_mwi,0x7e00,0x7e05,e1000_pci_clear_mwi,0x7e00
0x7e14,callq,函数调用,e1000_pci_clear_mwi,0x7e00,0x7e19,e1000_pci_clear_mwi,0x7e00
0x7e20,callq,函数调用,e1000_pcix_get_mmrbc,0x7e20,0x7e25,e1000_pcix_get_mmrbc,0x7e20
0x7e34,callq,函数调用,e1000_pcix_get_mmrbc,0x7e20,0x7e39,e1000_pcix_get_mmrbc,0x7e20
0x7e40,callq,函数调用,e1000_pcix_set_mmrbc,0x7e40,0x7e45,e1000_pcix_set_mmrbc,0x7e40
0x7e54,callq,函数调用,e1000_pcix_set_mmrbc,0x7e40,0x7e59,e1000_pcix_set_mmrbc,0x7e40
0x7e60,callq,函数调用,e1000_io_write,0x7e60,0x7e65,e1000_io_write,0x7e60
0x7e80,callq,函数调用,e1000_set_spd_dplx,0x7e80,0x7e85,e1000_set_spd_dplx,0x7e80
0x7e9d,jne,条件跳转,e1000_set_spd_dplx,0x7e80,0x7eed,e1000_set_spd_dplx,0x7e80
0x7ea9,je,条件跳转,e1000_set_spd_dplx,0x7e80,0x7ee0,e1000_set_spd_dplx,0x7e80
0x7eb0,je,条件跳转,e1000_set_spd_dplx,0x7e80,0x7f2e,e1000_set_spd_dplx,0x7e80
0x7eb2,jbe,条件跳转,e1000_set_spd_dplx,0x7e80,0x7f09,e1000_set_spd_dplx,0x7e80
0x7eb7,je,条件跳转,e1000_set_spd_dplx,0x7e80,0x7f25,e1000_set_spd_dplx,0x7e80
0x7ebf,jne,条件跳转,e1000_set_spd_dplx,0x7e80,0x7eed,e1000_set_spd_dplx,0x7e80
0x7ee6,je,条件跳转,e1000_set_spd_dplx,0x7e80,0x7eab,e1000_set_spd_dplx,0x7e80
0x7eeb,je,条件跳转,e1000_set_spd_dplx,0x7e80,0x7eab,e1000_set_spd_dplx,0x7e80
0x7ef8,jne,条件跳转,e1000_set_spd_dplx,0x7e80,0x7efe,e1000_set_spd_dplx,0x7e80
0x7f0c,je,条件跳转,e1000_set_spd_dplx,0x7e80,0x7f1c,e1000_set_spd_dplx,0x7e80
0x7f11,jne,条件跳转,e1000_set_spd_dplx,0x7e80,0x7eed,e1000_set_spd_dplx,0x7e80
0x7f1a,jmp,无条件跳转,e1000_set_spd_dplx,0x7e80,0x7ed4,e1000_set_spd_dplx,0x7e80
0x7f23,jmp,无条件跳转,e1000_set_spd_dplx,0x7e80,0x7ed4,e1000_set_spd_dplx,0x7e80
0x7f2c,jmp,无条件跳转,e1000_set_spd_dplx,0x7e80,0x7ed4,e1000_set_spd_dplx,0x7e80
0x7f35,jmp,无条件跳转,e1000_set_spd_dplx,0x7e80,0x7ed4,e1000_set_spd_dplx,0x7e80
0x7f40,callq,函数调用,e1000_ioctl,0x7f40,0x7f45,e1000_ioctl,0x7f40
0x7f4e,ja,条件跳转,e1000_ioctl,0x7f40,0x80f9,e1000_ioctl,0x7f40
0x7f7e,jne,条件跳转,e1000_ioctl,0x7f40,0x8135,e1000_ioctl,0x7f40
0x7f8d,je,条件跳转,e1000_ioctl,0x7f40,0x8097,e1000_ioctl,0x7f40
0x7f99,jne,条件跳转,e1000_ioctl,0x7f40,0x8074,e1000_ioctl,0x7f40
0x7fa8,jne,条件跳转,e1000_ioctl,0x7f40,0x80f1,e1000_ioctl,0x7f40
0x7fc6,callq,函数调用,e1000_ioctl,0x7f40,0x7fcb,e1000_ioctl,0x7f40
0x7fdb,callq,函数调用,e1000_ioctl,0x7f40,0x7fe0,e1000_ioctl,0x7f40
0x7fea,jne,条件跳转,e1000_ioctl,0x7f40,0x819c,e1000_ioctl,0x7f40
0x7ff9,callq,函数调用,e1000_ioctl,0x7f40,0x7ffe,e1000_ioctl,0x7f40
0x800a,jne,条件跳转,e1000_ioctl,0x7f40,0x80db,e1000_ioctl,0x7f40
0x801f,je,条件跳转,e1000_ioctl,0x7f40,0x8107,e1000_ioctl,0x7f40
0x8028,jne,条件跳转,e1000_ioctl,0x7f40,0x8081,e1000_ioctl,0x7f40
0x8031,jne,条件跳转,e1000_ioctl,0x7f40,0x8081,e1000_ioctl,0x7f40
0x8036,je,条件跳转,e1000_ioctl,0x7f40,0x8140,e1000_ioctl,0x7f40
0x8063,je,条件跳转,e1000_ioctl,0x7f40,0x8127,e1000_ioctl,0x7f40
0x8069,callq,函数调用,e1000_ioctl,0x7f40,0x806e,e1000_ioctl,0x7f40
0x8072,jmp,无条件跳转,e1000_ioctl,0x7f40,0x8081,e1000_ioctl,0x7f40
0x80a1,callq,函数调用,e1000_ioctl,0x7f40,0x80a6,e1000_ioctl,0x7f40
0x80ba,callq,函数调用,e1000_ioctl,0x7f40,0x80bf,e1000_ioctl,0x7f40
0x80c1,jne,条件跳转,e1000_ioctl,0x7f40,0x8186,e1000_ioctl,0x7f40
0x80d0,callq,函数调用,e1000_ioctl,0x7f40,0x80d5,e1000_ioctl,0x7f40
0x80d9,jmp,无条件跳转,e1000_ioctl,0x7f40,0x8081,e1000_ioctl,0x7f40
0x80e2,jne,条件跳转,e1000_ioctl,0x7f40,0x8081,e1000_ioctl,0x7f40
0x80ea,jne,条件跳转,e1000_ioctl,0x7f40,0x8081,e1000_ioctl,0x7f40
0x80f7,jmp,无条件跳转,e1000_ioctl,0x7f40,0x8081,e1000_ioctl,0x7f40
0x810e,callq,函数调用,e1000_ioctl,0x7f40,0x8113,e1000_ioctl,0x7f40
0x8127,callq,函数调用,e1000_ioctl,0x7f40,0x812c,e1000_ioctl,0x7f40
0x814b,jne,条件跳转,e1000_ioctl,0x7f40,0x815d,e1000_ioctl,0x7f40
0x816d,callq,函数调用,e1000_ioctl,0x7f40,0x8172,e1000_ioctl,0x7f40
0x8178,je,条件跳转,e1000_ioctl,0x7f40,0x804f,e1000_ioctl,0x7f40
0x818c,callq,函数调用,e1000_ioctl,0x7f40,0x8191,e1000_ioctl,0x7f40
0x81a2,callq,函数调用,e1000_ioctl,0x7f40,0x81a7,e1000_ioctl,0x7f40
0x81c0,callq,函数调用,e1000_acquire_eeprom,0x81c0,0x81c5,e1000_acquire_eeprom,0x81c0
0x81dd,jbe,条件跳转,e1000_acquire_eeprom,0x81c0,0x821b,e1000_acquire_eeprom,0x81c0
0x81f2,jne,条件跳转,e1000_acquire_eeprom,0x81c0,0x821b,e1000_acquire_eeprom,0x81c0
0x81f9,jmp,无条件跳转,e1000_acquire_eeprom,0x81c0,0x8204,e1000_acquire_eeprom,0x81c0
0x81fe,je,条件跳转,e1000_acquire_eeprom,0x81c0,0x8289,e1000_acquire_eeprom,0x81c0
0x8209,callq,函数调用,e1000_acquire_eeprom,0x81c0,0x820e,e1000_acquire_eeprom,0x81c0
0x8219,je,条件跳转,e1000_acquire_eeprom,0x81c0,0x81fb,e1000_acquire_eeprom,0x81c0
0x8223,je,条件跳转,e1000_acquire_eeprom,0x81c0,0x823b,e1000_acquire_eeprom,0x81c0
0x822b,je,条件跳转,e1000_acquire_eeprom,0x81c0,0x8260,e1000_acquire_eeprom,0x81c0
0x8276,callq,函数调用,e1000_acquire_eeprom,0x81c0,0x827b,e1000_acquire_eeprom,0x81c0
0x829b,jmp,无条件跳转,e1000_acquire_eeprom,0x81c0,0x822d,e1000_acquire_eeprom,0x81c0
0x82a6,callq,函数调用,e1000_acquire_eeprom,0x81c0,0x82ab,e1000_acquire_eeprom,0x81c0
0x82bc,callq,函数调用,e1000_acquire_eeprom,0x81c0,0x82c1,e1000_acquire_eeprom,0x81c0
0x82d0,callq,函数调用,e1000_shift_out_mdi_bits,0x82d0,0x82d5,e1000_shift_out_mdi_bits,0x82d0
0x8322,callq,函数调用,e1000_shift_out_mdi_bits,0x82d0,0x8327,e1000_shift_out_mdi_bits,0x82d0
0x8340,callq,函数调用,e1000_shift_out_mdi_bits,0x82d0,0x8345,e1000_shift_out_mdi_bits,0x82d0
0x835e,callq,函数调用,e1000_shift_out_mdi_bits,0x82d0,0x8363,e1000_shift_out_mdi_bits,0x82d0
0x8366,jne,条件跳转,e1000_shift_out_mdi_bits,0x82d0,0x82fd,e1000_shift_out_mdi_bits,0x82d0
0x8380,callq,函数调用,e1000_write_phy_reg_ex,0x8380,0x8385,e1000_write_phy_reg_ex,0x8380
0x839d,je,条件跳转,e1000_write_phy_reg_ex,0x8380,0x841b,e1000_write_phy_reg_ex,0x8380
0x83a2,jbe,条件跳转,e1000_write_phy_reg_ex,0x8380,0x83ec,e1000_write_phy_reg_ex,0x8380
0x83bc,jmp,无条件跳转,e1000_write_phy_reg_ex,0x8380,0x83c7,e1000_write_phy_reg_ex,0x8380
0x83c1,je,条件跳转,e1000_write_phy_reg_ex,0x8380,0x845d,e1000_write_phy_reg_ex,0x8380
0x83cc,callq,函数调用,e1000_write_phy_reg_ex,0x8380,0x83d1,e1000_write_phy_reg_ex,0x8380
0x83dd,je,条件跳转,e1000_write_phy_reg_ex,0x8380,0x83be,e1000_write_phy_reg_ex,0x8380
0x83f9,callq,函数调用,e1000_write_phy_reg_ex,0x8380,0x82d0,e1000_shift_out_mdi_bits,0x82d0
0x8414,callq,函数调用,e1000_write_phy_reg_ex,0x8380,0x82d0,e1000_shift_out_mdi_bits,0x82d0
0x8419,jmp,无条件跳转,e1000_write_phy_reg_ex,0x8380,0x83df,e1000_write_phy_reg_ex,0x8380
0x843e,jmp,无条件跳转,e1000_write_phy_reg_ex,0x8380,0x8445,e1000_write_phy_reg_ex,0x8380
0x8443,je,条件跳转,e1000_write_phy_reg_ex,0x8380,0x8491,e1000_write_phy_reg_ex,0x8380
0x844a,callq,函数调用,e1000_write_phy_reg_ex,0x8380,0x844f,e1000_write_phy_reg_ex,0x8380
0x8459,js,条件跳转,e1000_write_phy_reg_ex,0x8380,0x8440,e1000_write_phy_reg_ex,0x8380
0x845b,jmp,无条件跳转,e1000_write_phy_reg_ex,0x8380,0x83df,e1000_write_phy_reg_ex,0x8380
0x846c,callq,函数调用,e1000_write_phy_reg_ex,0x8380,0x8471,e1000_write_phy_reg_ex,0x8380
0x8482,callq,函数调用,e1000_write_phy_reg_ex,0x8380,0x8487,e1000_write_phy_reg_ex,0x8380
0x8493,jmp,无条件跳转,e1000_write_phy_reg_ex,0x8380,0x845f,e1000_write_phy_reg_ex,0x8380
0x8498,callq,函数调用,e1000_write_phy_reg_ex,0x8380,0x849d,e1000_write_phy_reg_ex,0x8380
